Date,Production_power,Temp,Solar_Power
2025-01-01,654.7727273,-3.042083333,0.120833333
2025-01-02,1869.090909,-0.199166667,0.13
2025-01-03,7557.5,-0.07875,0.152083333
2025-01-04,12207.19697,-1.350833333,0.165416667
2025-01-05,2002.272727,-1.521666667,0.075833333
2025-01-06,4073.787879,5.420416667,0.068333333
2025-01-07,1203.787879,4.115,0.065
2025-01-08,1935.833333,2.860833333,0.071666667
2025-01-09,1695.378788,7.91375,0.067916667
2025-01-10,8936.111111,1.622083333,0.124166667
2025-01-11,11313.33333,-0.600833333,0.147916667
2025-01-12,9797.424242,-0.282083333,0.148333333
2025-01-13,14430.22727,-1.359166667,0.195
2025-01-14,5935,-1.390416667,0.250416667
2025-01-15,3689.621212,-0.542083333,0.142083333
2025-01-16,9425.075757,0.159166667,0.12875
2025-01-17,1088.409091,-0.207083333,0.109166667
2025-01-18,1471.060606,-2.120416667,0.145833333
2025-01-19,787.1212121,-3.182083333,0.129583333
2025-01-20,838.409091,-3.09625,0.133333333
2025-01-21,1170.984848,-2.974583333,0.10375
2025-01-22,1715.833333,-2.385,0.111666667
2025-01-23,1544.69697,1.0375,0.074583333
2025-01-24,9216.439394,0.756666667,0.202083333
2025-01-25,1500.30303,2.68375,0.137083333
2025-01-26,15533.78788,5.365,0.157916667
2025-01-27,15681.21212,7.017916667,0.174166667
2025-01-28,6555.151515,9.604166667,0.092083333
2025-01-29,16612.04545,6.072916667,0.306666667
2025-01-30,22749.69697,5.64875,0.320833333
2025-01-31,11512.34848,3.43125,0.27
2025-02-01,23968.63636,2.02375,0.35125
2025-02-02,3496.439394,1.67375,0.130833333
2025-02-03,23018.9697,0.048333333,0.329583333
2025-02-04,23214.62121,0.32,0.330416667
2025-02-05,23486.81818,0.039583333,0.361666667
2025-02-06,23332.80303,1.535833333,0.3025
2025-02-07,19131.9697,1.102916667,0.21
2025-02-08,5433.030303,1.12625,0.274166667
2025-02-09,6025.757576,0.900416667,0.222083333
2025-02-10,13679.24242,0.839166667,0.407083333
2025-02-11,23224.84848,-0.045,0.471666667
2025-02-12,3989.69697,0.067083333,0.265833333
2025-02-13,2171.590909,-0.10375,0.15375
2025-02-14,15592.5,0.511666667,0.20875
2025-02-15,28127.5,-2.244166667,0.41
2025-02-16,18953.48485,-2.367916667,0.239166667
2025-02-17,11965.98485,-1.645,0.348333333
2025-02-18,16901.74242,-1.77,0.376666667
2025-02-19,28200.37879,-2.3325,0.484583333
2025-02-20,28978.18182,-2.344166667,0.482916667
2025-02-21,23132.80303,-1.809583333,0.449166667
2025-02-22,26464.77273,-0.257916667,0.474166667
2025-02-23,20002.87879,1.684166667,0.372916667
2025-02-24,14181.66667,3.1175,0.28125
2025-02-25,13521.0606,3.325,0.33875
2025-02-26,3256.893939,3.280416667,0.112083333
2025-02-27,2118.030303,3.955416667,0.13375
2025-02-28,26427.12121,4.63875,0.4175
2025-03-01,28999.24242,3.715416667,0.500833333
2025-03-02,28305.83333,2.494583333,0.495833333
2025-03-03,30489.69697,3.51,0.621666667
2025-03-04,28519.77273,5.3925,0.595416667
2025-03-05,31201.9697,7.060416667,0.6125
2025-03-06,31706.06061,8.427916667,0.652083333
2025-03-07,26895.5303,9.624583333,0.484166667
2025-03-08,28220.60606,10.59666667,0.575833333
2025-03-09,23830.5303,10.70791667,0.510416667
2025-03-10,20255.5303,12.44625,0.455416667
2025-03-11,8312.651515,9.220833333,0.299583333
2025-03-12,24753.10606,11.665,0.401666667
2025-03-13,5617.80303,10.41208333,0.208333333
2025-03-14,3755.151515,7.58,0.16875
2025-03-15,3986.287879,5.717916667,0.217916667
2025-03-16,13282.80303,5.20625,0.507083333
2025-03-17,24519.92424,2.037916667,0.462083333
2025-03-18,36384.31818,0.912916667,0.751666667
2025-03-19,36073.63636,2.850833333,0.75
2025-03-20,36436.74243,4.485833333,0.764166667
2025-03-21,35022.65151,6.81375,0.744583333
2025-03-22,20611.9697,9.055416667,0.535
2025-03-23,11056.9697,11.07041667,0.18625
2025-03-24,14212.34848,11.68125,0.287083333
2025-03-25,27440.98485,11.635,0.522916667
2025-03-26,25281.74242,11.60875,0.531666667
2025-03-27,29314.39394,11.98875,0.629166667
2025-03-28,7335,10.725,0.393333333
2025-03-29,3477.272727,10.36875,0.125
2025-03-30,12395.15152,10.68208333,0.420416667
2025-03-31,32571.59091,8.69125,0.4425
2025-04-01,18040.98485,10.27625,0.522083333
2025-04-02,18541.88528,9.544166667,0.423333333
2025-04-03,36200.68182,11.45416667,0.895
2025-04-04,35645.98485,12.52583333,0.85125
2025-04-05,30883.0303,11.01041667,0.550416667
2025-04-06,31527.87879,2.587916667,0.68625
2025-04-07,26259.39394,3.1875,0.614166667
2025-04-08,21665.07576,5.607916667,0.580833333
2025-04-09,35196.13636,7.097916667,0.86875
2025-04-10,30756.13636,7.557916667,0.83875
2025-04-11,37324.92424,9.872083333,0.810833333
2025-04-12,35698.56061,10.9575,0.859583333
2025-04-13,28105.68182,14.01625,0.68625
2025-04-14,29431.89394,15.43541667,0.395833333
2025-04-15,3624.69697,14.48666667,0.150416667
2025-04-16,37020.98485,18.3,0.81
2025-04-17,22154.31818,19.66583333,0.642916667
2025-04-18,12353.93939,13.94958333,0.269583333
2025-04-19,36081.28788,13.26541667,0.895416667
2025-04-20,36063.0303,16.29625,0.7525
2025-04-21,30578.63636,17.6225,0.80125
2025-04-22,35510.83334,17.22791667,0.78
2025-04-23,35875.83333,17.84083333,0.76875
2025-04-24,29391.81818,16.42791667,0.611666667
2025-04-25,9936.515151,14.64916667,0.39625
2025-04-26,18240,14.33541667,0.857083333
2025-04-27,40272.12121,12.52708333,1.107916667
2025-04-28,39967.34848,14.17208333,1.088333333
2025-04-29,37820.30303,17.29916667,1.086666667
2025-04-30,36393.0303,18.47083333,0.977916667
2025-05-01,37189.39394,18.74916667,1.022916667
2025-05-02,38096.43939,19.76333333,1.0725
2025-05-03,33730.68182,21.35708333,0.902916667
2025-05-04,24432.57576,17.27958333,0.654166667
2025-05-05,4542.651515,12.195,0.2775
2025-05-06,12210.60606,11.75208333,0.496666667
2025-05-07,7491.893939,11.70125,0.3425
2025-05-08,26748.56061,12.1175,0.6675
2025-05-09,36665.68182,11.0925,0.954166667
2025-05-10,40389.62121,12.78625,0.89
2025-05-11,28774.24242,13.555,0.835416667
2025-05-12,34013.86364,12.48458333,0.773333333
2025-05-13,25599.69697,13.36166667,0.664166667
2025-05-14,36682.27273,15.40833333,0.972916667
2025-05-15,17974.54545,12.42166667,0.68
2025-05-16,37333.40909,10.55666667,0.915416667
2025-05-17,21471.06061,11.2875,0.59875
2025-05-18,19563.93939,11.34708333,0.678333333
2025-05-19,10847.95455,12.30958333,0.599166667
2025-05-20,21843.86364,15.71125,0.75
2025-05-21,26427.65151,16.29791667,0.799166667
2025-05-22,17127.34848,17.49583333,0.510833333
2025-05-23,18226.74242,11.28541667,0.3725
2025-05-24,37050.45455,13.52416667,0.733333333
2025-05-25,39771.36364,15.12875,1.067083333
2025-05-26,22441.06061,16.175,0.805416667
2025-05-27,39558.38384,17.50708333,0.959166667
2025-05-28,34719.09091,17.50166667,0.850416667
2025-05-29,28416.21212,15.97916667,0.667916667
2025-05-30,22482.80303,16.86333333,0.73125
2025-05-31,36756.51515,21.94041667,1.065416667
2025-06-01,37411.06061,23.81291667,1.024583333
2025-06-02,35947.57576,24.1425,0.915
2025-06-03,23019.77273,20.84,0.699583333
2025-06-04,37375.83333,24.59041667,1.085416667
2025-06-05,36373.0303,25.0375,1.14375
2025-06-06,36865.5303,25.315,1.102083333
2025-06-07,37281.51515,24.8875,0.9025
2025-06-08,10513.63636,20.07958333,0.380416667
2025-06-09,40078.33333,17.44666667,1.0225
2025-06-10,38727.95455,19.92291667,1.059166667
2025-06-11,34383.93939,19.75,1.042083333
2025-06-12,39664.92424,19.0275,1.245
2025-06-13,39150.15152,20.36208333,1.241666667
2025-06-14,39366.21212,21.4675,1.265
2025-06-15,38917.80303,23.905,1.272083333
2025-06-16,34246.28788,21.29458333,0.872916667
2025-06-17,14042.95455,20.59541667,0.840416667
2025-06-18,38907.27273,23.44916667,1.163333333
2025-06-19,34352.65152,24.97625,0.97375
2025-06-20,40088.78788,20.51708333,1.25375
2025-06-21,39534.54546,21.15833333,1.272916667
2025-06-22,38894.77273,24.61958333,1.240833333
2025-06-23,35792.04546,26.42708333,1.05875
2025-06-24,36687.42424,24.9375,1.11875
2025-06-25,38478.0303,27.13833333,1.105416667
2025-06-26,37450.68182,30.16833333,1.175833333
2025-06-27,32661.36364,26.13125,0.915833333
2025-06-28,31638.0303,23.7425,1.107916667
2025-06-29,33156.51515,27.5475,0.927916667
2025-06-30,38639.09091,26.27666667,1.31
2025-07-01,39216.74242,25.04125,1.304166667
2025-07-02,38794.84848,26.77541667,1.27625
2025-07-03,38190.22727,29.39916667,1.224583333
2025-07-04,15643.78788,25.36583333,0.675833333
2025-07-05,39443.0303,24.61208333,1.2975
2025-07-06,30202.57576,28.29,0.890833333
2025-07-07,18971.89394,21.39708333,0.535833333
2025-07-08,9198.257576,17.38125,0.360833333
2025-07-09,11892.27273,17.6975,0.37625
2025-07-10,29951.51515,19.58833333,0.57125
2025-07-11,31823.48485,19.19541667,0.8825
2025-07-12,33193.93939,20.75458333,0.897916667
2025-07-13,38096.21212,24.43375,1.005833333
2025-07-14,36942.54545,26.23375,0.986666667
2025-07-15,33603.86364,25.65125,0.846666667
2025-07-16,26301.21212,22.59666667,0.855833333
2025-07-17,28012.34849,19.39416667,0.778333333
2025-07-18,13019.31818,19.57291667,0.55875
2025-07-19,33700.30303,23.72375,0.960833333
2025-07-20,36884.69697,26.72666667,1.0075
2025-07-21,34202.19697,27.95,0.96375
2025-07-22,36756.9697,23.75041667,1.010833333
2025-07-23,35451.21212,24.81541667,0.990416667
2025-07-24,31498.48485,26.8275,0.852916667
2025-07-25,32883.71212,25.24375,0.865
2025-07-26,19471.74242,23.855,0.49125
2025-07-27,6402.196969,20.63,0.2875
2025-07-28,27137.12121,21.10583333,0.59125
2025-07-29,31273.71212,20.46958333,0.762916667
2025-07-30,37478.93939,20.76458333,0.97125
2025-07-31,36060.83333,20.995,0.9625
2025-08-01,35567.95455,22.55125,0.855416667
2025-08-02,37097.19697,23.43083333,0.91875
2025-08-03,20616.9697,19.29833333,0.605
2025-08-04,37136.59091,20.28708333,0.7775
2025-08-05,37702.42424,21.55625,1.03
2025-08-06,35700.60606,20.78916667,0.932083333
2025-08-07,36782.19697,21.07875,1.024583333
2025-08-08,36307.57576,24.90958333,1.055416667
2025-08-09,35320.5303,27.44625,0.980833333
2025-08-10,34914.54545,28.77541667,0.935416667
2025-08-11,37348.0303,24.15958333,1.140416667
2025-08-12,37400.60606,24.05583333,1.097916667
2025-08-13,35623.69697,26.01583333,1.03375
2025-08-14,35007.42424,27.44208333,0.982916667
2025-08-15,32591.36364,28.8425,0.96625
2025-08-16,33138.0303,29.49916667,0.839583333
2025-08-17,23783.25758,24.75083333,0.623333333
2025-08-18,32820.45454,21.76083333,0.907916667
2025-08-19,36207.42424,22.12041667,0.933333333
2025-08-20,29684.54545,25.02416667,0.855833333
2025-08-21,8706.969698,21.61375,0.237083333
2025-08-22,24224.84848,20.11458333,0.64125
2025-08-23,31104.01515,17.04041667,0.628333333
2025-08-24,37821.9697,16.50916667,0.961666667
2025-08-25,31158.71212,18.39291667,0.760416667
2025-08-26,33389.92424,20.03166667,0.867083333
2025-08-27,33385.83333,23.39541667,0.85375
2025-08-28,33858.63636,25.44208333,0.827916667
2025-08-29,24850.15152,25.54125,0.697916667
2025-08-30,15380.60606,21.57375,0.584166667
2025-08-31,18362.65152,20.4625,0.441666667
2025-09-01,33430.37879,21.80833333,0.817083333
2025-09-02,32007.65151,22.515,0.790416667
2025-09-03,29146.66667,22.21541667,0.724166667
2025-09-04,33551.66667,23.89541667,0.806666667
2025-09-05,31584.16667,23.69791667,0.675416667
2025-09-06,18271.13636,19.6025,0.60375
2025-09-07,34661.59091,19.68166667,0.752916667
2025-09-08,31022.42424,21.21166667,0.695416667
2025-09-09,32938.71212,20.72583333,0.752916667
2025-09-10,7754.848485,19.40541667,0.398333333
2025-09-11,25860.45455,20.43666667,0.512916667
2025-09-12,25260.5303,20.90458333,0.565
2025-09-13,15015.75758,21.65458333,0.59125
2025-09-14,6175.984849,18.00625,0.20375
2025-09-15,31176.8759,18.79125,0.652083333
2025-09-16,4669.772727,17.20666667,0.22
2025-09-17,31150.90909,14.89125,0.532916667
2025-09-18,19871.74243,16.88,0.501666667
2025-09-19,31920.75758,20.7525,0.735
2025-09-20,32120.75758,20.8825,0.722916667
2025-09-21,32220.22727,22.445,0.742083333
2025-09-22,31207.27273,22.07166667,0.669166667
2025-09-23,5459.772727,17.60166667,0.210416667
2025-09-24,6175,16.17125,0.2225
2025-09-25,2210.833333,13.19041667,0.098333333
2025-09-26,10832.19697,12.80916667,0.179166667
2025-09-27,19464.31818,14.02416667,0.37875
2025-09-28,15638.10606,14.40625,0.470416667
2025-09-29,25433.25758,12.22541667,0.485833333
2025-09-30,25150,10.69916667,0.43875
2025-10-01,16180,9.858333333,0.343333333
2025-10-02,27865.90909,8.25875,0.53375
2025-10-03,30112.57576,7.75625,0.6225
2025-10-04,31573.78788,9.127916667,0.654583333
2025-10-05,7180.833333,9.931666667,0.22875
2025-10-06,10422.19697,10.14625,0.334166667
2025-10-07,13154.92424,11.39416667,0.263333333
2025-10-08,29949.77273,11.99416667,0.562083333
2025-10-09,6285.530304,12.34083333,0.21875
2025-10-10,7211.818181,12.10041667,0.190833333
2025-10-11,13402.12121,13.70708333,0.221666667
2025-10-12,7119.924242,12.09375,0.340833333
2025-10-13,22536.9697,11.54375,0.44625
2025-10-14,17515.37879,9.265833333,0.35
2025-10-15,18671.21212,11.31916667,0.287916667
2025-10-16,5100.454546,11.31125,0.22125
2025-10-17,5503.712121,12.0575,0.2325
2025-10-18,14355.5303,8.64125,0.3975
2025-10-19,27521.9697,6.93125,0.525833333
2025-10-20,26969.69697,8.034166667,0.493333333
2025-10-21,11721.81818,11.38083333,0.137083333
2025-10-22,9799.545455,13.05958333,0.200416667
2025-10-23,14232.04546,15.63458333,0.179166667
2025-10-24,16629.16667,10.26666667,0.215416667
2025-10-25,11964.69697,8.521666667,0.224583333
2025-10-26,19866.74242,8.540416667,0.279583333
2025-10-27,6244.39394,7.636666667,0.192916667
2025-10-28,20415.30303,9.449583333,0.229166667
2025-10-29,21014.92424,12.47666667,0.37
2025-10-30,10429.4697,13.57583333,0.149166667
2025-10-31,17094.54546,11.26333333,0.335833333
2025-11-01,17378.63636,13.86458333,0.302916667
2025-11-02,17049.77273,14.45291667,0.184166667
2025-11-03,4073.787879,9.88625,0.1
2025-11-04,23591.43939,7.855416667,0.364166667
2025-11-05,23678.86364,7.327083333,0.350833333
2025-11-06,22776.81818,7.090833333,0.378333333
2025-11-07,22565.75758,7.43125,0.372916667
2025-11-08,2623.409091,7.2625,0.1075
2025-11-09,5890.303031,8.291666667,0.167083333
2025-11-10,7842.196969,8.011666667,0.164583333
2025-11-11,4382.80303,6.337083333,0.23125
2025-11-12,2082.575758,4.835416667,0.191666667
2025-11-13,1870.530303,4.307916667,0.156666667
2025-11-14,1242.575758,6.40125,0.155
2025-11-15,1328.030303,7.772916667,0.1225
2025-11-16,2349.621212,8.034583333,0.11125
2025-11-17,717.8787879,8.617083333,0.036666667
2025-11-18,21463.0303,2.528333333,0.277916667
2025-11-19,9470,0.795833333,0.184166667
2025-11-20,1547.424242,2.562083333,0.07625
2025-11-21,1859.242424,2.33,0.04875
2025-11-22,2711.515152,1.759583333,0.14
2025-11-23,220.7575757,-1.187083333,0.086666667
2025-11-24,1276.363636,-0.5175,0.0575
2025-11-25,317.9545454,3.774583333,0.045416667
2025-11-26,5676.136364,0.307916667,0.057916667
2025-11-27,12384.16667,-1.162916667,0.192916667
2025-11-28,20286.9697,-1.185833333,0.287083333
2025-11-29,5344.545455,-0.448333333,0.17
2025-11-30,1774.393939,0.587916667,0.14125
2025-12-01,2562.727273,0.95875,0.12625
2025-12-02,968.8636364,1.362916667,0.083333333
2025-12-03,2580.757576,4.1825,0.085
2025-12-04,1931.060606,5.660416667,0.10125
2025-12-05,1334.69697,7.081666667,0.046666667
2025-12-06,2585.151515,6.769583333,0.1275
2025-12-07,3954.393939,5.593333333,0.09375
2025-12-08,2509.090909,4.605833333,0.0925
2025-12-09,13252.95455,4.533333333,0.119583333
2025-12-10,817.7272727,3.227916667,0.108333333
2025-12-11,2326.818182,4.20875,0.043333333
2025-12-12,1307.121212,3.892083333,0.135833333
2025-12-13,566.2878787,0.919166667,0.115
2025-12-14,518.6363636,0.749583333,0.090416667
2025-12-15,971.2878787,-0.074583333,0.1025
2025-12-16,1465.833333,-1.04625,0.115833333
2025-12-17,3261.060606,0.285416667,0.1025
2025-12-18,1275.075758,1.887083333,0.117916667
2025-12-19,958.7878788,4.24875,0.057916667
2025-12-20,805.530303,2.690833333,0.124583333
2025-12-21,749.6212122,2.142916667,0.1
2025-12-22,445.1515151,2.4075,0.070833333
2025-12-23,972.0454546,1.866666667,0.085
2025-12-24,4949.545454,0.947916667,0.148333333
2025-12-25,1102.727273,0.169583333,0.120416667
2025-12-26,15144.09091,-0.2475,0.2
2025-12-27,17906.66667,-1.142083333,0.231666667
2025-12-28,8302.045456,-0.442916667,0.161666667
2025-12-29,19062.72727,-1.669166667,0.240833333
2025-12-30,18926.28788,-0.69375,0.189583333
2025-12-31,12210.83333,-2.502916667,0.161666667